message_time_ms,request
14311,/metrics/2fpa-bnsx/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
14287,/metrics/gj5i-gpvu/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
14226,/metrics/qzn8-mk53/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
14146,/metrics/cwiz-gcty/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
13955,/metrics/xng8-a4r9/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
13712,/metrics/ms4k-2qtz/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
13485,/metrics/j3zw-w5gx/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
13281,/metrics/qfss-s63i/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
12846,/metrics/unbe-yj5n/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
12625,/metrics/ipqg-w3ii/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
12470,/metrics/r9hk-46z3/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
12394,/metrics/x85a-kigi/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
12030,/metrics/8cfp-t7i9/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
11999,/metrics/g8gr-g6qf/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
11955,/version
11861,/metrics/9mge-siq7/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
11711,/metrics/4xmm-yrtn/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
11589,/metrics/4akf-4rz6/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
11461,/metrics/dsiz-yru5/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
11356,/metrics/dzsv-h5nf/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
11101,/metrics/pfp5-sgct/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
10821,/metrics/rup2-cie2/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
10660,/metrics/pwtb-6bwm/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
10430,/metrics/ni87-3ct5/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
10207,/metrics/6pgc-j9mz/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
9898,/metrics/eez7-2w7d/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
9655,/metrics/wcn8-9rqd/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
9335,/metrics/bh3d-tmy2/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
9220,/metrics/wgef-i4zu/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
8877,/metrics/hxr2-jkya/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
8606,/metrics/ks4y-bkny/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
8451,/metrics/fkrc-42z7/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
8143,/metrics/6m3j-a9na/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
7841,/metrics/y5iw-uepm/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
7526,/metrics/byg3-dcg9/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
7410,/metrics/mes4-htpx/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
7320,/metrics/jyrb-r76j/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
7217,/metrics/5mb4-vjqn/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
7065,/metrics/u6we-5xsj/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
6774,/metrics/mczh-24bu/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
6727,/metrics/djjb-j46y/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
6571,/metrics/9p7v-c7dy/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
6359,/metrics/kiq7-up72/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
6174,/metrics/6ddr-njxx/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
6130,/metrics/eew4-b6sb/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
6100,/metrics/hxcj-5dfn/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
5776,/metrics/b9dy-nne6/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
5514,/metrics/nyhy-qyrm/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
5361,/metrics/by28-r34b/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
5248,/metrics/rruu-2rcs/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
5117,/metrics/4fuy-9zd6/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
4998,/metrics/g6iv-tpii/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
4943,/metrics/ypuu-dyg2/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
4828,/metrics/es9u-fn8s/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
4682,/metrics/htje-zabz/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
4604,/metrics/2zv3-jre9/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
4370,/metrics/5cpk-4jv8/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
4316,/metrics/panx-k29j/range?start=2010-01-01+00%3A00%3A00%3A000&end=2017-01-01+00%3A00%3A00%3A000
4200,/metrics/kmrg-5kjc/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
3839,/metrics/tpvk-wfdx/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
3489,/metrics/8w6k-q7c8/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
3284,/metrics/pd8n-pa2i/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
3089,/metrics/3ni5-85y8/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
2735,/metrics/6pep-i2if/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
2557,/metrics/r98k-9799/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
2358,/metrics/82t3-qi8k/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
2280,/metrics/3rpr-5bik/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
2127,/metrics/miqs-rvtb/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
2091,/metrics/y6eu-qsv5/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1947,/metrics/bhsc-hsxb/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1932,/metrics/y4yc-78a4/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1744,/metrics/xgse-vmv6/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1590,/metrics/phum-nuw3/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1560,/metrics/432v-a7hc/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1405,/metrics/8qru-nyj8/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1394,/metrics/dsj5-44nw/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1206,/metrics/8kiv-2ukd/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1201,/metrics/6ybs-b76e/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
1035,/metrics/xfjs-akcb/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
900,/metrics/y265-k2tp/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
794,/metrics/xywu-7bv9/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
733,/metrics/xyu9-riaz/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
625,/metrics/97pn-acdf/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
525,/metrics/rd7m-24wj/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
428,/metrics/swpk-hqdp/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
393,/metrics/mivh-63sr/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
294,/metrics/ynx6-mzdb/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
260,/metrics/i84a-dvni/range?start=2010-01-01+00%3A00%3A00%3A000&end=2017-01-01+00%3A00%3A00%3A000
260,/metrics/c2br-rrd8/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
87,/metrics/w9du-8cu6/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
87,/metrics/ayvq-xbr5/range?start=2010-01-01+08%3A00%3A00%3A000&end=2017-01-01+08%3A00%3A00%3A000
